sst_mean,sst_max,sst_min,sst_std,par_mean,par_max,par_min,par_std,kd_490_mean,kd_490_max,kd_490_min,kd_490_std,month_sin,month_cos,time
27.542776,32.589684,23.175762,0.98970586,54.76974,60.37797,40.913506,2.8460476,0.035791107,1.9507316,0.01915075,0.036333565,-0.8937438,0.6592151,2028-10-31 00:45:01.884000+00:00
28.56969,33.525993,24.78704,0.926318,55.501297,63.055103,39.500423,3.4319167,0.036493327,1.7173246,0.018463533,0.035919942,-0.4512209,1.0093145,2028-11-30 00:45:01.884000+00:00
29.385715,34.392506,26.816347,0.92870086,53.66387,63.454117,34.254726,4.112878,0.039945364,2.346952,0.017394561,0.05434654,0.19565833,0.92251533,2028-12-31 00:45:01.884000+00:00
29.839193,34.356163,27.441444,0.8475547,48.42595,60.61409,31.270794,4.1091704,0.046383508,3.7472758,0.01728669,0.089935064,0.7436672,0.67423624,2029-01-31 00:45:01.884000+00:00
29.728092,34.182793,27.394926,0.8502492,45.745712,57.435234,29.807484,3.831216,0.049127385,4.255242,0.017576227,0.10405858,0.9346033,0.38856915,2029-02-28 00:45:01.884000+00:00
29.287132,33.564163,26.659998,0.89524305,44.71507,54.331295,29.825474,3.6136174,0.048761323,4.190293,0.01784397,0.09946995,0.9982991,0.01868214,2029-03-31 00:45:01.884000+00:00
28.215994,32.447685,24.700655,1.0037718,41.06373,48.10163,28.564228,3.1174195,0.046608638,3.9865313,0.017853929,0.08353478,0.7529917,-0.49362203,2029-04-30 00:45:01.884000+00:00
27.009241,30.979984,21.904217,1.1682665,37.294403,42.142303,25.700731,2.916623,0.043966003,3.8194046,0.018109236,0.063468896,0.37693334,-0.91520536,2029-05-31 00:45:01.884000+00:00
26.3854,30.028433,20.024958,1.3224374,34.601982,39.286503,24.367338,2.7184918,0.041820224,3.4017472,0.0184796,0.052442912,-0.053747833,-1.1250329,2029-06-30 00:45:01.884000+00:00
25.478167,29.587313,18.55483,1.441288,34.76675,39.812332,26.472504,2.3836238,0.03909083,2.4200318,0.019155618,0.040492963,-0.55796236,-1.0812035,2029-07-31 00:45:01.884000+00:00
25.028082,30.07242,19.24844,1.3697219,39.606846,44.883133,30.613512,2.0604968,0.03680374,1.6752748,0.019514436,0.036422558,-1.052046,-0.6843376,2029-08-31 00:45:01.884000+00:00
25.764454,31.152197,21.601107,1.0963311,49.000553,52.050285,35.887276,2.2994127,0.035378598,1.4631051,0.018777106,0.03634467,-1.1590767,-0.08078856,2029-09-30 00:45:01.884000+00:00
26.830555,32.169632,23.55402,0.88954574,55.638435,58.990967,39.897186,2.7039177,0.034870762,1.3594258,0.018382985,0.033956088,-0.98329973,0.55150795,2029-10-31 00:45:01.884000+00:00
27.842964,32.91437,24.821693,0.8204822,57.320534,63.04287,40.334866,3.0206835,0.035285734,1.2101562,0.018508602,0.032021806,-0.614285,0.9363495,2029-11-30 00:45:01.884000+00:00
28.791922,33.611782,25.964485,0.7972295,54.925644,63.88665,37.492577,3.431944,0.03693702,1.1469723,0.018254442,0.038815904,-0.1491757,0.98997,2029-12-31 00:45:01.884000+00:00
29.722977,33.96501,27.253036,0.7784173,51.794544,61.755737,32.579613,3.9884336,0.041818667,2.0862134,0.017617472,0.06156192,0.47147772,0.78691936,2030-01-31 00:45:01.884000+00:00
29.892422,33.767002,27.497026,0.78667057,47.880173,57.318394,30.733908,3.8924658,0.047768146,3.3315816,0.01773514,0.09235021,0.76981837,0.40732047,2030-02-28 00:45:01.884000+00:00
29.421284,33.50688,27.050282,0.82204986,45.941086,54.041004,30.795841,3.5459104,0.04895368,3.764756,0.018266534,0.09626831,0.91699433,0.023604829,2030-03-31 00:45:01.884000+00:00
28.60327,32.68114,25.873413,0.89430285,43.909924,50.103367,30.217785,3.1794455,0.047246937,3.5957441,0.018479249,0.08613141,0.881253,-0.3829157,2030-04-30 00:45:01.884000+00:00
27.072767,31.009731,23.126568,1.0739315,39.637863,43.615726,27.387276,2.960452,0.044931475,3.309341,0.019021716,0.063118994,0.50063145,-0.85263354,2030-05-31 00:45:01.884000+00:00
26.203869,29.755327,20.843313,1.2591279,35.760704,40.24327,24.768026,2.7743764,0.043472357,3.031052,0.019700995,0.051615503,0.05441705,-1.1346788,2030-06-30 00:45:01.884000+00:00
25.554897,29.123693,19.502815,1.3701494,35.439373,40.41394,26.062372,2.520484,0.041641127,2.5402248,0.02057019,0.04407191,-0.5219914,-1.0761802,2030-07-31 00:45:01.884000+00:00
24.835278,29.323553,19.769526,1.320153,40.70577,45.80661,30.957575,2.3163376,0.038672015,1.8030373,0.021476075,0.035639472,-1.0628531,-0.66807055,2030-08-31 00:45:01.884000+00:00
25.405333,30.001019,22.180464,1.0425977,50.200104,53.15435,36.967335,2.3662775,0.036942877,1.5527631,0.020717135,0.034862142,-1.2059213,-0.0073665744,2030-09-30 00:45:01.884000+00:00
26.666527,31.037975,23.838343,0.8204506,56.02282,59.460003,41.00702,2.606959,0.036101267,1.3836448,0.01974744,0.03338563,-0.99237734,0.63515896,2030-10-31 00:45:01.884000+00:00
27.816797,31.933178,24.838278,0.78613573,56.79225,62.733574,41.57505,2.98184,0.036281154,1.1579984,0.01948813,0.031916942,-0.5318713,0.9687713,2030-11-30 00:45:01.884000+00:00
28.875122,33.11313,25.992916,0.7500904,54.215317,64.369255,38.125404,3.5819619,0.038048547,1.1396143,0.019469671,0.03870791,-0.058522634,0.9730162,2030-12-31 00:45:01.884000+00:00
29.866428,33.574688,26.87101,0.72186947,51.092022,62.29714,33.794113,4.006462,0.042174,1.9956462,0.019025361,0.05777294,0.49633422,0.7658716,2031-01-31 00:45:01.884000+00:00
29.954435,33.577705,27.179766,0.6969445,48.940975,58.206776,31.905807,3.8489435,0.04626121,2.8484588,0.019078987,0.07663126,0.8316206,0.39109987,2031-02-28 00:45:01.884000+00:00
29.340492,33.23572,27.212357,0.72684306,46.794178,54.181057,31.99642,3.2409127,0.047506675,3.1118217,0.019808631,0.08091618,0.9357052,-0.06917613,2031-03-31 00:45:01.884000+00:00
28.025124,32.020782,25.233694,0.8513423,42.39841,48.112732,30.999994,2.6949291,0.04566873,2.4483008,0.020309197,0.06546272,0.81152284,-0.6384618,2031-04-30 00:45:01.884000+00:00
26.766582,30.193779,22.37783,1.080633,38.066257,41.67852,27.219408,2.5469122,0.043942943,2.1047783,0.020568712,0.04809015,0.45172128,-1.0862219,2031-05-31 00:45:01.884000+00:00
25.76964,28.77113,20.116192,1.2959013,34.390633,38.576332,24.02277,2.45332,0.042973313,1.9039419,0.02122515,0.041350685,-0.14165446,-1.2161349,2031-06-30 00:45:01.884000+00:00
24.975275,27.953054,18.874317,1.4388375,34.977844,39.545284,25.715208,2.2201698,0.04153408,1.5275618,0.022443017,0.03766134,-0.7568263,-1.0468265,2031-07-31 00:45:01.884000+00:00
24.475853,27.659313,19.34012,1.3914664,41.333633,44.78627,29.281366,2.0795026,0.04017317,1.5735692,0.023761751,0.035066497,-1.1631169,-0.6928281,2031-08-31 00:45:01.884000+00:00
24.711384,28.378672,21.097673,1.1921965,48.808422,52.080566,34.539894,2.2790146,0.038949203,1.7916309,0.023654703,0.03475,-1.2412426,-0.19009735,2031-09-30 00:45:01.884000+00:00
25.79391,29.463188,23.336575,0.9057722,55.71154,58.33673,40.07112,2.438183,0.03708212,1.2779161,0.022112668,0.034444332,-1.1595546,0.39408195,2031-10-31 00:45:01.884000+00:00
27.093271,30.718946,24.428465,0.84955734,58.573204,62.205772,41.591286,2.955547,0.0367736,1.0286014,0.021060502,0.03173772,-0.74001664,0.81709534,2031-11-30 00:45:01.884000+00:00
28.353289,32.184437,25.443987,0.8533093,56.88221,64.13682,40.712784,3.5176747,0.03733159,0.99421316,0.020588975,0.030139921,-0.26590252,1.0387725,2031-12-31 00:45:01.884000+00:00
29.190228,33.35288,26.396805,0.85482574,52.640995,63.952644,36.966393,3.9712596,0.039452884,1.4766592,0.020149555,0.03747529,0.21018073,0.9320988,2032-01-31 00:45:01.884000+00:00
29.56088,33.316776,26.851988,0.8202672,49.404537,60.2506,34.318146,3.703961,0.04357794,2.3186595,0.019996349,0.056050546,0.675075,0.582132,2032-02-29 00:45:01.884000+00:00
29.139734,32.981922,26.785,0.7773566,46.196392,55.560455,33.51191,2.9698477,0.045989938,2.6832333,0.02076317,0.067027874,0.9192424,-0.004384171,2032-03-31 00:45:01.884000+00:00
28.319016,32.103695,25.59952,0.81150645,42.743046,51.193314,32.96139,2.3917518,0.04524412,2.0958474,0.02155131,0.057969354,0.80211335,-0.46145654,2032-04-30 00:45:01.884000+00:00
27.152685,30.91961,23.166496,0.9768834,38.064873,45.377575,28.9516,2.294646,0.04397866,1.3567679,0.021883838,0.042187363,0.5127899,-0.8219198,2032-05-31 00:45:01.884000+00:00
26.020048,29.494246,20.738438,1.2016536,34.719173,41.66777,25.014011,2.3053236,0.043234706,0.9671562,0.021944864,0.03645028,0.099961035,-1.0158051,2032-06-30 00:45:01.884000+00:00
25.181213,28.352726,18.77578,1.4036969,33.615044,41.607758,23.825226,2.2662265,0.042162128,0.7883188,0.022553578,0.031521615,-0.5258898,-0.9601902,2032-07-31 00:45:01.884000+00:00
24.88821,27.943748,18.899458,1.4204175,39.49642,46.2942,26.519659,2.2091553,0.041284114,0.8034892,0.02317547,0.032926217,-0.92293406,-0.63910395,2032-08-31 00:45:01.884000+00:00
25.0146,28.651197,20.536621,1.2385318,48.471096,54.07791,32.737732,2.4928308,0.04006212,1.2239195,0.02336492,0.030119631,-1.0297682,-0.04005032,2032-09-30 00:45:01.884000+00:00
26.163969,29.899282,22.803589,1.02641,55.271545,59.99607,38.502193,2.869352,0.03845026,1.0587837,0.022009645,0.029053252,-0.8606239,0.5173817,2032-10-31 00:45:01.884000+00:00
27.49018,31.064651,24.43696,0.979302,57.963936,62.744892,41.04659,3.3522015,0.038076933,1.0110638,0.020801272,0.02659499,-0.4674897,0.95600414,2032-11-30 00:45:01.884000+00:00
28.467731,32.553936,25.860142,1.005953,54.321487,63.249405,39.03148,4.0714245,0.03883697,1.1950501,0.019812534,0.029104339,-0.0050839516,1.0237584,2032-12-31 00:45:01.884000+00:00
29.066868,32.848778,26.459677,0.93200505,50.126175,62.022877,35.016033,4.370982,0.041221246,1.8007983,0.018888505,0.044373564,0.47321656,0.91178566,2033-01-31 00:45:01.884000+00:00
29.10152,32.785007,26.763094,0.89575976,47.737415,59.17523,33.310482,4.0666184,0.044045594,2.4963832,0.018877307,0.060875997,0.78805685,0.52192265,2033-02-28 00:45:01.884000+00:00
28.857307,32.628357,26.654991,0.87754714,45.948086,55.428986,32.88636,3.4707384,0.045704722,2.9235773,0.019276902,0.06862662,0.9375463,0.08399708,2033-03-31 00:45:01.884000+00:00
28.313805,31.986897,25.324799,0.9677754,42.80291,50.84498,31.34332,3.0634644,0.04596311,2.861393,0.019270943,0.06782879,0.8884927,-0.4397371,2033-04-30 00:45:01.884000+00:00
27.351618,30.954868,22.912508,1.1921705,36.894493,45.15937,27.421745,2.8348427,0.04528984,2.3162622,0.019296985,0.05700331,0.6009254,-0.8551095,2033-05-31 00:45:01.884000+00:00
26.623857,29.824121,20.862875,1.4200343,33.33085,42.744404,24.819778,2.6364295,0.044489183,1.7224208,0.01962744,0.049639244,0.17773955,-1.0065463,2033-06-30 00:45:01.884000+00:00
26.171572,29.090454,19.33336,1.5790253,31.990658,42.506836,25.476114,2.5508242,0.043918036,1.4629097,0.02070918,0.044120807,-0.2759927,-0.87619483,2033-07-31 00:45:01.884000+00:00
25.69379,29.170229,19.254263,1.6735009,36.451664,46.76995,28.953224,2.5185735,0.042253047,1.5190147,0.022305889,0.03947173,-0.7120396,-0.52680993,2033-08-31 00:45:01.884000+00:00
26.059614,30.141838,21.006983,1.6305525,44.608532,52.60181,33.387177,2.7835393,0.040766608,1.9984574,0.023185669,0.040948138,-0.8784596,0.0055824826,2033-09-30 00:45:01.884000+00:00
26.860882,30.800648,22.837528,1.3955867,50.39034,57.064636,36.392235,3.134552,0.039014272,1.9954026,0.022166466,0.03808218,-0.72302604,0.55519456,2033-10-31 00:45:01.884000+00:00
27.876781,31.939945,24.369667,1.1810538,52.707966,59.833515,37.79932,3.7615602,0.038070258,1.9775529,0.020748528,0.038480613,-0.3893056,0.9285869,2033-11-30 00:45:01.884000+00:00
28.812601,32.85891,25.274776,1.0268472,51.365116,60.99004,36.462746,4.448896,0.03878831,1.9492419,0.019800996,0.041725285,0.009852893,1.0934489,2033-12-31 00:45:01.884000+00:00
29.252287,33.37713,26.023542,0.90708494,49.986465,61.229603,34.075592,4.6547003,0.04081365,2.2043657,0.019204805,0.049187224,0.41420496,0.986341,2034-01-31 00:45:01.884000+00:00
29.485214,33.442028,26.413187,0.8363551,48.875626,60.502872,32.556355,4.5683784,0.043422993,2.723147,0.018812444,0.059256233,0.7563089,0.7240573,2034-02-28 00:45:01.884000+00:00
29.174303,33.42549,26.7242,0.8094128,47.115322,56.91133,32.69897,3.8308096,0.04605649,3.046546,0.019442279,0.06763816,0.97834057,0.11119839,2034-03-31 00:45:01.884000+00:00
28.696964,32.946213,26.057333,0.8755792,44.399525,52.14795,30.742195,3.4468517,0.047070283,3.188694,0.019383978,0.07226175,0.95023656,-0.4289214,2034-04-30 00:45:01.884000+00:00
27.763538,32.233566,23.981085,1.1182637,38.89129,46.305614,27.190008,3.142911,0.046684824,3.1689968,0.019360352,0.06674816,0.7077655,-0.8994035,2034-05-31 00:45:01.884000+00:00
27.034018,30.924086,21.409246,1.417377,33.734158,42.65065,23.286592,2.8755202,0.046707574,3.2061954,0.020113485,0.06167701,0.28892022,-1.1319062,2034-06-30 00:45:01.884000+00:00
26.403088,29.903633,19.992878,1.552231,32.98462,42.10562,24.998491,2.5608346,0.048478466,4.2738214,0.02253266,0.06294908,-0.2064644,-1.094574,2034-07-31 00:45:01.884000+00:00
25.958826,29.305838,20.2274,1.5764681,38.895504,47.257812,30.375254,2.4301152,0.047945675,4.7452273,0.025364254,0.061750136,-0.6844479,-0.6514226,2034-08-31 00:45:01.884000+00:00
25.787514,29.45638,21.065973,1.4684784,44.5486,52.342716,34.043743,2.6877394,0.0453566,3.9475303,0.025362907,0.053160213,-0.7872072,-0.13611244,2034-09-30 00:45:01.884000+00:00
26.802301,30.733143,22.620438,1.3000426,50.55615,57.29016,37.63347,3.1617033,0.041578162,2.7824817,0.02319866,0.046698812,-0.6194497,0.38922784,2034-10-31 00:45:01.884000+00:00
28.119604,32.25663,24.428701,1.1205745,51.964207,61.572388,38.09027,3.677417,0.03948163,2.3903522,0.020937076,0.047102183,-0.25147656,0.8210585,2034-11-30 00:45:01.884000+00:00
29.202919,33.540035,25.873217,1.0042771,50.640358,63.00904,35.34618,4.145186,0.040318698,2.8247793,0.019431042,0.057424597,0.11669023,0.96502006,2034-12-31 00:45:01.884000+00:00
29.64716,34.111053,26.654774,0.9229757,49.388054,62.722176,32.339596,4.3009987,0.042423148,3.3140702,0.018755209,0.0683583,0.51258063,0.7950752,2035-01-31 00:45:01.884000+00:00
29.77582,34.194153,27.180998,0.88764334,47.709885,59.77597,32.009266,3.9230926,0.04472576,3.4396439,0.018650722,0.07456969,0.7643517,0.4873784,2035-02-28 00:45:01.884000+00:00
29.514036,33.919235,27.216787,0.8616932,47.056488,57.15128,31.339087,3.5997849,0.045973785,3.3529341,0.01885377,0.07768682,0.90608025,0.13896288,2035-03-31 00:45:01.884000+00:00
28.680792,33.296097,25.985151,0.9714144,42.9503,52.03737,28.450802,3.2032976,0.046944633,3.2605085,0.019249417,0.07486321,0.93757164,-0.43429545,2035-04-30 00:45:01.884000+00:00
27.628002,32.26554,23.415403,1.1981463,37.168537,45.579388,25.051098,2.8525076,0.046387598,3.088676,0.019421091,0.063497774,0.6216559,-0.9067873,2035-05-31 00:45:01.884000+00:00
26.951138,30.978882,21.033152,1.4021672,33.37242,42.484802,23.436417,2.6664536,0.046995018,3.9052658,0.020751733,0.05939375,0.16126156,-1.0366565,2035-06-30 00:45:01.884000+00:00
26.098265,30.00581,20.18074,1.4966452,33.574024,41.69658,26.036186,2.4340653,0.048073143,4.85295,0.022912014,0.0613268,-0.33517638,-1.0386461,2035-07-31 00:45:01.884000+00:00
25.750904,29.347715,20.323072,1.5074085,39.18939,46.63219,30.892273,2.3320942,0.047238678,4.889348,0.02502929,0.05966397,-0.79226476,-0.66283274,2035-08-31 00:45:01.884000+00:00
26.12968,29.891483,21.256886,1.3696775,46.66508,53.57012,36.15406,2.6294563,0.04446207,3.7107725,0.024582857,0.0509024,-0.8446524,-0.09045641,2035-09-30 00:45:01.884000+00:00
27.388979,31.172426,23.211496,1.2028753,52.765675,59.15838,39.06814,3.182638,0.0405058,2.4368396,0.02201851,0.04580662,-0.5567196,0.471415,2035-10-31 00:45:01.884000+00:00
28.780146,33.03028,25.482452,1.0625197,52.79266,62.69882,37.132763,3.8718672,0.03914899,2.364646,0.019698622,0.050842624,-0.14937241,0.8865875,2035-11-30 00:45:01.884000+00:00
29.603786,33.99056,26.543121,0.9650787,50.722195,63.274086,33.61879,4.2031307,0.041433413,3.191901,0.018672992,0.06623004,0.3107272,0.85711724,2035-12-31 00:45:01.884000+00:00
29.836414,34.441505,27.129171,0.9114914,48.71226,62.247864,32.09629,4.2295995,0.043451447,3.5013337,0.018253034,0.07528579,0.6499411,0.67660964,2036-01-31 00:45:01.884000+00:00
