sst_mean,sst_max,sst_min,sst_std,par_mean,par_max,par_min,par_std,kd_490_mean,kd_490_max,kd_490_min,kd_490_std,month_sin,month_cos,co2_ppm,time,month,pred_chlor_a_mean,pred_poc_mean,bleaching_risk,bio_demand,bio_supply
28.50481,32.699722,26.232134,0.81773734,46.288597,54.983547,30.266058,3.2285616,0.042599365,1.8258336,0.020295786,0.05196003,1.0,6.123233995736766e-17,408.92276,2032-03-31 00:45:01.884,3,0.2507098,62.36458,0,1.274985641514637,1.7818451
27.962257,31.7387,24.801281,0.90494454,42.561535,50.833603,29.471203,2.7998774,0.04313192,1.478342,0.020553919,0.0474533,0.8660254037844387,-0.4999999999999998,411.80255,2032-04-30 00:45:01.884,4,0.26012102,63.627674,0,1.2279277699847795,1.8179336
26.623106,30.528835,21.973145,1.0721464,37.609093,45.92808,26.902523,2.619193,0.042396333,1.0368721,0.020654825,0.039237857,0.49999999999999994,-0.8660254037844387,413.17462,2032-05-31 00:45:01.884,5,0.2430717,62.56617,0,1.1190780031005827,1.7876048
25.806608,29.730349,19.904858,1.2192405,35.867886,42.84937,25.08973,2.4137805,0.04172113,0.97596526,0.02129678,0.03278907,1.2246467991473532e-16,-1.0,414.34473,2032-06-30 00:45:01.884,6,0.24463184,62.224606,0,1.0575022991803094,1.7778459
25.510307,29.515003,19.86653,1.2796383,37.36465,44.6325,26.28862,2.2515008,0.041154623,1.0513194,0.021758318,0.03134051,-0.4999999999999997,-0.8660254037844388,416.2859,2032-07-31 00:45:01.884,7,0.23513205,59.934372,0,1.0360048091125007,1.7124106
25.476595,29.478937,20.78926,1.1620966,42.499485,48.91426,29.802982,2.2044878,0.04020334,1.4344004,0.02191128,0.03368035,-0.8660254037844385,-0.5000000000000004,414.13947,2032-08-31 00:45:01.884,8,0.21042442,58.098736,0,1.0335867638090392,1.6599638
25.930332,30.271666,22.38239,1.0052273,49.668896,55.443024,34.8016,2.558525,0.039161813,2.317711,0.02121658,0.040958423,-1.0,-1.8369701987210297e-16,409.0373,2032-09-30 00:45:01.884,9,0.20366518,57.65625,0,1.066610325904955,1.6473215
26.860693,31.364138,23.807728,0.9521953,53.975433,60.980255,39.376328,2.898423,0.03874584,2.185164,0.020479394,0.03775163,-0.8660254037844386,0.5000000000000001,409.92172,2032-10-31 00:45:01.884,10,0.20466867,54.933487,0,1.1376598741654054,1.5695282
27.952034,32.145683,25.031578,0.95321935,54.472004,62.98443,40.53279,3.356095,0.03805762,1.4676986,0.019936038,0.03308898,-0.5000000000000004,0.8660254037844384,409.1231,2032-11-30 00:45:01.884,11,0.19113365,52.59776,1,1.227057963220734,1.5027931
28.694729,32.738186,26.045723,0.93692034,52.369762,63.055645,36.36654,3.9338672,0.03798874,0.8755348,0.01886842,0.03082157,-2.4492935982947064e-16,1.0,407.31665,2032-12-31 00:45:01.884,12,0.18061763,52.633556,1,1.2918807455937813,1.5038159
29.001509,33.26683,26.331242,0.8484306,50.26208,61.321575,32.06493,4.4138074,0.04024562,1.4110556,0.018352846,0.04120231,0.49999999999999994,0.8660254037844387,409.95377,2033-01-31 00:45:01.884,1,0.20031293,56.11429,0,1.3196459331211359,1.6032654
28.719944,33.14774,26.428907,0.7469077,48.733833,59.00344,31.557451,3.8489456,0.04523594,2.8142345,0.01919486,0.07252758,0.8660254037844386,0.5000000000000001,410.50208,2033-02-28 00:45:01.884,2,0.27843785,64.505936,0,1.294140631105498,1.8430268
28.717985,33.128708,26.558666,0.7692584,47.80974,55.29565,32.337833,3.2676642,0.045632567,3.0570705,0.019727997,0.07623415,1.0,6.123233995736766e-17,411.0356,2033-03-31 00:45:01.884,3,0.28246474,65.29938,0,1.2939649148725765,1.8656965
